Konkurs,Scena,Dzień występu,Dzień spontana,Problem,Grupa wiekowa,Liga,Część,Godzina występu,Godzina spontana,Kod drużyny,Numer członkowstwa,Drużyna,Miejscowość
Finał,6,sobota,niedziela,3,2,,1,15:25,8:15,P3G2_117,47788,Szkoła Podstawowa im. Jana Pawła II [Ekipa A] - Łochowo,Łochowo
Finał,6,sobota,niedziela,3,2,,1,15:45,12:55,P3G2_118,72427,Szkoła Podstawowa nr 4 - Bolesławiec,Bolesławiec
Finał,6,niedziela,sobota,3,2,,2,8:15,12:35,P3G2_119,46064,Towarzystwo Przyjaciół Ucznia HORYZONT - Sierakowice,Sierakowice
Finał,6,niedziela,sobota,3,2,,2,8:35,11:40,P3G2_120,42766,Społeczna Szkoła Podstawowa nr 1 S.T.O. - Szczecin,Szczecin
Finał,6,niedziela,sobota,3,2,,2,9:10,11:20,P3G2_121,72441,Szkoła RADOSNA - Warszawa,Warszawa
Finał,6,niedziela,sobota,3,2,,2,9:30,11:00,P3G2_122,42799,Szkoła Podstawowa Towarzystwa Oświatowego EDUKACJA - Łódź,Łódź
Finał,6,niedziela,sobota,3,2,,2,9:50,13:50,P3G2_123,46057,Białostockie Towarzystwo Oświatowe [Ekipa A] - Białystok,Białystok
Finał,6,niedziela,sobota,3,2,,2,10:30,10:05,P3G2_124,72403,Zespół Szkolno-Przedszkolny w Napachaniu - Rokietnica,Rokietnica
Finał,6,niedziela,sobota,3,2,,2,10:50,12:15,P3G2_125,22311,Ośrodek Twórczej Psychoedukacji DAMB - Gdańsk,Gdańsk
Finał,6,niedziela,sobota,3,2,,2,11:25,13:30,P3G2_126,46057,Białostockie Towarzystwo Oświatowe [Ekipa B] - Białystok,Białystok
Finał,6,niedziela,sobota,3,2,,2,11:45,13:10,P3G2_127,46134,Szkoła Podstawowa w Szczawinie - Smardzew,Smardzew
Finał,6,niedziela,sobota,3,2,,2,12:05,10:25,P3G2_128,47911,Społeczna Szkoła Podstawowa nr 2 S.T.O. - Warszawa,Warszawa
Finał,6,niedziela,sobota,0,0,,,13:20,10:35,PJGJ_271,44788,Autorska Szkoła Podstawowa NAVIGO - Poznań,Poznań
Finał,6,niedziela,sobota,0,0,,,13:40,12:30,PJGJ_272,40450,Przedszkole Niepubliczne TWOJA NIANIA - Tczew,Tczew
Finał,6,niedziela,sobota,0,0,,,14:15,10:55,PJGJ_273,44788,Autorska Szkoła Podstawowa NAVIGO - Poznań,Poznań
Finał,6,niedziela,sobota,0,0,,,14:35,9:00,PJGJ_274,72442,Einstein International School - Gdynia,Gdynia
Finał,6,niedziela,sobota,0,0,,,14:55,15:35,PJGJ_275,46064,Towarzystwo Przyjaciół Ucznia HORYZONT - Sierakowice,Sierakowice
Finał,6,niedziela,sobota,0,0,,,15:35,13:40,PJGJ_276,39452,Przedszkole nr 48 MORSKA PRZYGODA - Gdynia,Gdynia
Finał,6,niedziela,sobota,0,0,,,15:55,17:10,PJGJ_277,72442,Einstein International School - Gdynia,Gdynia
Finał,7,sobota,niedziela,1,1,,1,8:15,11:35,P1G1_001,40409,Niepubliczna Szkoła Podstawowa SOKRATES - Gdańsk,Gdańsk
Finał,7,sobota,niedziela,1,1,,1,8:40,11:00,P1G1_002,34682,Niepubliczna Polsko-Brytyjska Szkoła BIG BEN - Lubiczów,Lubiczów
Finał,7,sobota,niedziela,1,1,,1,9:05,12:15,P1G1_003,47319,Autorska Szkoła Podstawowa NAVIGO - Wrocław,Wrocław
Finał,7,sobota,niedziela,1,1,,1,9:40,12:50,P1G1_004,72420,Prywatna Szkoła Podstawowa im. Hypatii z Aleksandrii - Zalesie Górne,Zalesie Górne
Finał,7,sobota,niedziela,1,1,,1,10:05,14:25,P1G1_005,44788,Autorska Szkoła Podstawowa NAVIGO - Poznań,Poznań
Finał,7,sobota,niedziela,1,1,,1,10:30,13:30,P1G1_006,46057,Białostockie Towarzystwo Oświatowe [Ekipa A] - Białystok,Białystok
Finał,7,sobota,niedziela,1,1,,1,11:25,13:10,P1G1_007,46134,Szkoła Podstawowa w Szczawinie - Smardzew,Smardzew
Finał,7,sobota,niedziela,1,1,,1,11:50,9:45,P1G1_008,46113,Społeczna Szkoła Podstawowa im. Rady Europy - Lubin,Lubin
Finał,7,sobota,niedziela,1,1,,1,12:15,9:25,P1G1_009,40408,Szkoła Podstawowa nr 1 - Wasilków,Wasilków
Finał,7,sobota,niedziela,1,1,,1,12:50,14:05,P1G1_010,47095,Społeczna Szkoła Podstawowa NASZA DOBRA SZKOŁA - Katowice,Katowice
Finał,7,sobota,niedziela,1,1,,1,13:15,14:45,P1G1_011,36043,Zespół Szkół FILOMATA - Gliwice,Gliwice
Finał,7,sobota,niedziela,1,1,,1,13:40,10:20,P1G1_012,44769,Społeczna Szkoła Podstawowa S.T.O. - Kluczbork,Kluczbork
Finał,7,sobota,niedziela,1,1,,1,14:15,11:55,P1G1_013,41879,Społeczna Szkoła Podstawowa nr 7 S.T.O. - Kraków,Kraków
Finał,7,sobota,niedziela,1,1,,1,14:40,10:40,P1G1_014,72424,Centrum dla Niewidomych i Słabowidzących - Kraków,Kraków
Finał,7,niedziela,sobota,1,1,,2,8:10,11:25,P1G1_015,72409,Szkoła Podstawowa nr 143 - Warszawa,Warszawa
Finał,7,niedziela,sobota,1,1,,2,8:35,13:35,P1G1_016,47329,Lubelska Szkoła Realna - Lublin,Lublin
Finał,7,niedziela,sobota,1,1,,2,9:00,11:45,P1G1_017,38570,Niepubliczna Szkoła Podstawowa AiB - Banino,Banino
Finał,7,niedziela,sobota,1,1,,2,9:35,12:40,P1G1_018,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa B] - Lublin,Lublin
Finał,7,niedziela,sobota,1,1,,2,10:00,13:55,P1G1_019,33957,Szkoła Podstawowa nr 3 - Trzebnica,Trzebnica
Finał,7,niedziela,sobota,1,1,,2,10:55,13:00,P1G1_020,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa A] - Lublin,Lublin
Finał,7,niedziela,sobota,1,1,,2,11:20,12:20,P1G1_021,33956,Zespół Szkolno-Przedszkolny TAK - Opole,Opole
Finał,7,niedziela,sobota,1,1,,2,11:45,10:30,P1G1_022,33675,Autorska Szkoła Podstawowa NAVIGO - Warszawa,Warszawa
Finał,7,niedziela,sobota,1,1,,2,12:20,10:10,P1G1_023,47099,Szkoła Podstawowa DA VINCI - Poznań,Poznań
Finał,7,niedziela,sobota,1,1,,2,12:45,11:05,P1G1_024,38438,Szkoła Podstawowa Łódzkiego Stowarzyszenia Oświatowego - Łódź,Łódź
Finał,7,niedziela,sobota,1,1,,2,13:10,9:50,P1G1_025,43592,Zespół Szkolno-Przedszkolny nr 16 - Wrocław,Wrocław
Finał,8,sobota,niedziela,2,2,,,8:05,9:35,P2G2_063,72446,Młodzieżowy Dom Kultury - Sopot,Sopot
Finał,8,sobota,niedziela,2,2,,,8:30,10:20,P2G2_064,40429,Szkoła Podstawowa nr 199 - Łódź,Łódź
Finał,8,sobota,niedziela,2,2,,,8:55,10:50,P2G2_065,39444,Szkoła Podstawowa w Stęszewie - Stęszew,Stęszew
Finał,8,sobota,niedziela,2,2,,,9:30,13:40,P2G2_066,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa A] - Lublin,Lublin
Finał,8,sobota,niedziela,2,2,,,9:55,10:35,P2G2_067,48033,Społeczna Szkoła Podstawowa Integracyjna nr 100 S.T.O. - Warszawa,Warszawa
Finał,8,sobota,niedziela,2,2,,,10:30,11:35,P2G2_068,29443,Pierwsza Społeczna Szkoła Podstawowa - Gdynia,Gdynia
Finał,8,sobota,niedziela,2,2,,,10:55,14:40,P2G2_069,47778,Szkoła Podstawowa im. Jana Pawła II [Ekipa A] - Łochowo,Łochowo
Finał,8,sobota,niedziela,2,2,,,11:20,12:55,P2G2_070,46057,Białostockie Towarzystwo Oświatowe [Ekipa A] - Białystok,Białystok
Finał,8,sobota,niedziela,2,3,,,12:15,13:50,P2G3_071,47329,Lubelska Szkoła Realna - Lublin,Lublin
Finał,8,sobota,niedziela,2,3,,,12:40,9:45,P2G3_072,47323,I Liceum Ogólnokształcące - Gdańsk,Gdańsk
Finał,8,sobota,niedziela,2,3,,,13:15,11:20,P2G3_073,72440,Powiatowy Zespół Szkół nr 2 - Wejherowo,Wejherowo
Finał,8,sobota,niedziela,2,3,,,13:40,11:00,P2G3_074,46078,Autorskie Liceum NAVIGO - Wrocław,Wrocław
Finał,8,sobota,niedziela,2,3,,,14:05,10:40,P2G3_075,43582,I Publiczne Liceum Ogólnokształcące - Opole,Opole
Finał,8,sobota,niedziela,2,3,,,14:40,12:35,P2G3_076,22311,Ośrodek Twórczej Psychoedukacji DAMB - Gdańsk,Gdańsk
Finał,8,sobota,niedziela,2,3,,,15:05,13:30,P2G3_077,47340,Zespół Szkół Elektronicznych i Informatycznych - Sosnowiec,Sosnowiec
Finał,8,niedziela,sobota,2,1,,,8:00,13:35,P2G1_049,29443,Pierwsza Społeczna Szkoła Podstawowa - Gdynia,Gdynia
Finał,8,niedziela,sobota,2,1,,,8:25,14:50,P2G1_050,47104,Szkoła Podstawowa nr 289 - Warszawa,Warszawa
Finał,8,niedziela,sobota,2,1,,,8:50,11:05,P2G1_051,72411,Szkoła Podstawowa im. 11 Listopada - Ruś,Ruś
Finał,8,niedziela,sobota,2,1,,,9:25,10:45,P2G1_052,48036,Niepubliczna Szkoła Podstawowa WOLNO MI - Gliwice,Gliwice
Finał,8,niedziela,sobota,2,1,,,9:50,12:25,P2G1_053,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa B] - Lublin,Lublin
Finał,8,niedziela,sobota,2,1,,,10:15,13:55,P2G1_054,33956,Zespół Szkolno-Przedszkolny TAK - Opole,Opole
Finał,8,niedziela,sobota,2,1,,,11:00,12:05,P2G1_055,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa A] - Lublin,Lublin
Finał,8,niedziela,sobota,2,1,,,11:25,14:30,P2G1_056,47333,Niepubliczna Szkoła Podstawowa TUTORI - Poznań,Poznań
Finał,8,niedziela,sobota,2,1,,,11:50,15:50,P2G1_057,47319,Autorska Szkoła Podstawowa NAVIGO - Wrocław,Wrocław
Finał,8,niedziela,sobota,2,1,,,12:25,10:10,P2G1_058,72408,Szkoła Podstawowa ELF - Bielsko-Biała,Bielsko-Biała
Finał,8,niedziela,sobota,2,1,,,12:50,15:10,P2G1_059,38464,Szkoła Podstawowa SPOŁECZNA DWÓJKA S.T.O. - Poznań,Poznań
Finał,8,niedziela,sobota,2,1,,,13:15,11:25,P2G1_060,72409,Szkoła Podstawowa nr 143 - Warszawa,Warszawa
Finał,8,niedziela,sobota,2,1,,,13:50,9:50,P2G1_061,42766,Społeczna Szkoła Podstawowa nr 1 S.T.O. - Szczecin,Szczecin
Finał,8,niedziela,sobota,2,1,,,14:15,16:10,P2G1_062,46113,Społeczna Szkoła Podstawowa im. Rady Europy - Lubin,Lubin
Finał,9,sobota,niedziela,1,2,,,8:10,12:35,P1G2_026,22311,Ośrodek Twórczej Psychoedukacji DAMB - Gdańsk,Gdańsk
Finał,9,sobota,niedziela,1,2,,,8:35,11:20,P1G2_027,38559,Szkoła Podstawowa Sióstr Zmartwychwstanek - Wejherowo,Wejherowo
Finał,9,sobota,niedziela,1,2,,,9:00,13:15,P1G2_028,46134,Szkoła Podstawowa w Szczawinie - Smardzew,Smardzew
Finał,9,sobota,niedziela,1,2,,,9:35,14:10,P1G2_029,41869,Niepubliczna Szkoła Podstawowa SKRZYDŁA [Ekipa A] - Lublin,Lublin
Finał,9,sobota,niedziela,1,2,,,10:00,12:00,P1G2_030,47908,Zespół Szkolno-Przedszkolny nr 5 - Gdynia,Gdynia
Finał,9,sobota,niedziela,1,2,,,10:25,13:50,P1G2_031,72430,Szkoła Podstawowa nr 4 - Białystok,Białystok
Finał,9,sobota,niedziela,1,2,,,11:00,9:10,P1G2_032,47331,Niepubliczna Szkoła Podstawowa 4 PORY ROKU - Ciele,Ciele
Finał,9,sobota,niedziela,1,2,,,11:25,8:50,P1G2_033,47319,Autorska Szkoła Podstawowa NAVIGO - Wrocław,Wrocław
Finał,9,sobota,niedziela,1,2,,,11:50,12:55,P1G2_034,47352,Zespół Szkolno-Przedszkolny nr 2 - Łódź,Łódź
Finał,9,sobota,niedziela,1,2,,,12:45,10:25,P1G2_035,47788,Szkoła Podstawowa im. Jana Pawła II [Ekipa B] - Łochowo,Łochowo
Finał,9,sobota,niedziela,1,2,,,13:10,11:40,P1G2_036,47099,Szkoła Podstawowa DA VINCI - Poznań,Poznań
Finał,9,sobota,niedziela,1,2,,,13:35,10:05,P1G2_037,47788,Szkoła Podstawowa im. Jana Pawła II [Ekipa A] - Łochowo,Łochowo
Finał,9,sobota,niedziela,1,2,,,14:10,9:30,P1G2_038,46113,Społeczna Szkoła Podstawowa im. Rady Europy - Lubin,Lubin
Finał,9,sobota,niedziela,1,2,,,14:35,10:45,P1G2_039,38464,Szkoła Podstawowa SPOŁECZNA DWÓJKA S.T.O. - Poznań,Poznań
Finał,9,niedziela,sobota,1,3,,,8:20,16:25,P1G3_040,47329,Lubelska Szkoła Realna - Lublin,Lublin
Finał,9,niedziela,sobota,1,3,,,8:45,11:10,P1G3_041,47905,Zespół Szkół Centrum Kształcenia Zawodowego - Grubno,Grubno
Finał,9,niedziela,sobota,1,3,,,9:10,13:35,P1G3_042,36114,Zespół Szkół Elektrycznych - Opole,Opole
Finał,9,niedziela,sobota,1,3,,,9:55,14:50,P1G3_043,22311,Ośrodek Twórczej Psychoedukacji DAMB - Gdańsk,Gdańsk
Finał,9,niedziela,sobota,1,3,,,10:20,12:25,P1G3_044,41845,Stowarzyszenie PO PROSTU - Słubice,Słubice
Finał,9,niedziela,sobota,1,3,,,10:45,13:55,P1G3_045,47340,Zespół Szkół Elektronicznych i Informatycznych - Sosnowiec,Sosnowiec
Finał,9,niedziela,sobota,1,3,,,11:30,9:15,P1G3_046,72418,Liceum Ogólnokształcące im. Olimpijczyków Polskich - Długołęka,Długołęka
Finał,9,niedziela,sobota,1,3,,,11:55,9:55,P1G3_047,47909,Fundacja WYOBRAŹ SOBIE - Skawina,Skawina
Finał,9,niedziela,sobota,1,3,,,12:20,10:30,P1G3_048,72413,Zespół Szkół Transportowo-Komunikacyjnych - Lublin,Lublin
Finał,9,niedziela,sobota,1,1,,,13:15,15:20,P1G1_281_CN,,Shanghai Daning International Elementary School West Campus - CHINA,CHINA
